,Order Date,Category,Sub-Category,Product Name,Sales,Quantity
607,2014-05-09,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3
608,2014-05-09,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32,4
609,2014-05-09,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3
610,2014-05-09,Office Supplies,Paper,Xerox 220,12.96,2
611,2014-05-09,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344,6
612,2014-05-09,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,1
613,2014-05-12,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2
614,2014-06-02,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5
615,2014-06-02,Technology,Phones,Geemarc AmpliPOWER60,371.2,5
616,2014-06-05,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2
617,2014-06-10,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,435.168,4
618,2014-06-10,Furniture,Tables,KI Adjustable-Height Table,206.352,3
619,2014-06-10,Office Supplies,Paper,Xerox 1951,61.96,2
620,2014-06-10,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,5
621,2014-06-10,Furniture,Furnishings,DAX Clear Channel Poster Frame,72.9,5
622,2014-06-10,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4
623,2014-06-10,Office Supplies,Fasteners,Staples,14.9,5
624,2014-06-10,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",15.8,4
625,2014-06-10,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",7.992,1
626,2014-06-11,Office Supplies,Paper,Xerox 1996,12.96,2
627,2014-06-12,Office Supplies,Paper,Xerox 1960,92.94,3
628,2014-07-02,Office Supplies,Paper,Xerox 1947,29.9,5
629,2014-07-03,Office Supplies,Paper,Xerox 1893,286.93,7
630,2014-07-03,Technology,Phones,Digium D40 VoIP phone,206.384,2
631,2014-07-03,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2
632,2014-07-03,Office Supplies,Art,Fluorescent Highlighters by Dixon,23.88,6
633,2014-07-03,Office Supplies,Binders,Economy Binders,14.976,9
634,2014-07-03,Office Supplies,Labels,Avery 49,11.52,4
635,2014-07-05,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3
636,2014-07-06,Office Supplies,Storage,Sterilite Show Offs Storage Containers,26.4,5
637,2014-07-06,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",4.95,1
638,2014-07-07,Furniture,Chairs,"Global Task Chair, Black",122.136,3
639,2014-07-11,Office Supplies,Paper,Xerox 191,59.94,3
640,2014-07-11,Office Supplies,Labels,Avery 503,41.4,4
641,2014-07-11,Office Supplies,Paper,Staples,45.36,4
642,2014-07-11,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5
643,2014-07-11,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95,1
644,2014-07-11,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2
645,2014-07-11,Furniture,Furnishings,Dax Clear Box Frame,8.73,1
646,2014-07-11,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2
647,2014-07-12,Office Supplies,Storage,Staples,10.68,1
648,2014-08-01,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,153.78,11
649,2014-08-01,Office Supplies,Storage,Tennsco Commercial Shelving,61.02,3
650,2014-08-01,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,110.11,7
651,2014-08-01,Office Supplies,Fasteners,Staples,7.89,1
652,2014-08-05,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7
653,2014-08-05,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1
654,2014-08-07,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",5.94,3
655,2014-08-08,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,1473.1,5
656,2014-08-08,Technology,Phones,Polycom VoiceStation 500 Conference phone,707.88,3
657,2014-08-08,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,1
658,2014-08-08,Office Supplies,Paper,Xerox 1891,244.55,5
659,2014-08-08,Technology,Phones,GE DSL Phone Line Filter,159.96,5
660,2014-08-08,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,55.76,4
661,2014-08-08,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1
662,2014-08-08,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",31.128,3
663,2014-08-08,Office Supplies,Paper,Xerox 1881,24.56,2
664,2014-08-08,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,3
665,2014-08-08,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76,2
666,2014-08-09,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2
667,2014-08-09,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3
668,2014-08-09,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4
669,2014-08-10,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,9
670,2014-08-10,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,2
671,2014-08-10,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,7
672,2014-08-10,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10
673,2014-08-11,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7
674,2014-08-11,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,439.8,4
675,2014-08-11,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3
676,2014-08-11,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,21.792,4
677,2014-08-12,Technology,Phones,Cisco SPA301,374.376,3
678,2014-08-12,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",50.04,6
679,2014-09-03,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,5
680,2014-09-03,Office Supplies,Art,Newell 323,3.36,2
681,2014-09-04,Office Supplies,Paper,Xerox 1942,195.76,4
682,2014-09-04,Office Supplies,Paper,Xerox 1891,244.55,5
683,2014-09-05,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3359.952,6
684,2014-09-05,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,81.08,4
685,2014-09-06,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1497.666,2
686,2014-09-06,Technology,Phones,Shocksock Galaxy S4 Armband,17.52,2
687,2014-09-07,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5
688,2014-09-07,Office Supplies,Labels,Avery 485,75.18,6
689,2014-09-10,Technology,Accessories,Logitech Illuminated - Keyboard,239.96,4
690,2014-09-10,Technology,Phones,Digium D40 VoIP phone,103.192,1
691,2014-09-10,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.0,2
692,2014-09-10,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2
693,2014-09-12,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13
694,2014-09-12,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7
695,2014-09-12,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3
696,2014-09-12,Office Supplies,Paper,Xerox 1968,60.12,9
697,2014-09-12,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2
698,2014-09-12,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,1
699,2014-09-12,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3
700,2014-09-12,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,29.79,3
701,2014-09-12,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5
702,2014-09-12,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2
703,2014-09-12,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1
704,2014-09-12,Office Supplies,Paper,Xerox 1908,55.98,1
705,2014-09-12,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",22.424,1
706,2014-09-12,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,87.92,4
707,2014-09-12,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,5
708,2014-09-12,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,9
709,2014-09-12,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1
710,2014-10-02,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5
711,2014-10-02,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4
712,2014-10-03,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2
713,2014-10-03,Technology,Accessories,Logitech Wireless Headset h800,199.98,2
714,2014-10-03,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,5
715,2014-10-09,Furniture,Chairs,Novimex Fabric Task Chair,243.92,5
716,2014-10-09,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3
717,2014-10-09,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,159.96,4
718,2014-10-09,Office Supplies,Paper,Astroparche Fine Business Paper,47.52,9
719,2014-10-09,Office Supplies,Art,Newell 35,6.56,2
720,2014-10-10,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,5
721,2014-10-11,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3
722,2014-10-11,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",523.392,3
723,2014-10-11,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1
724,2014-10-11,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2
725,2014-10-11,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8
726,2014-10-12,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444.768,4
727,2014-10-12,Furniture,Tables,Bevis 36 x 72 Conference Tables,896.328,9
728,2014-10-12,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148.257,3
729,2014-10-12,Office Supplies,Appliances,Harmony Air Purifier,189.0,1
730,2014-10-12,Office Supplies,Art,Newell 314,11.16,2
731,2014-11-02,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2
732,2014-11-03,Technology,Accessories,Maxell LTO Ultrium - 800 GB,111.96,4
733,2014-11-06,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5
734,2014-11-06,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2
735,2014-11-06,Office Supplies,Art,Newell 351,16.4,5
736,2014-11-06,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",14.7,7
737,2014-11-06,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5
738,2014-11-09,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3
739,2014-11-09,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2
740,2014-11-11,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",241.424,2
741,2014-11-11,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,7
742,2014-11-11,Office Supplies,Art,12 Colored Short Pencils,7.8,3
743,2014-11-12,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4
744,2014-11-12,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568,2
745,2014-11-12,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4
746,2014-11-12,Office Supplies,Paper,Xerox 225,12.96,2
747,2014-12-02,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.336,7
748,2014-12-04,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5
749,2014-12-04,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7
750,2014-12-06,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3
751,2014-12-06,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3
752,2014-12-07,Technology,Accessories,Logitech P710e Mobile Speakerphone,1287.45,5
753,2014-12-07,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5
754,2014-12-07,Technology,Phones,Belkin iPhone and iPad Lightning Cable,71.952,6
755,2014-12-07,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5
756,2014-12-07,Office Supplies,Labels,Avery 482,8.67,3
757,2014-12-09,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272,8
758,2014-12-09,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,5
759,2014-12-09,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6
760,2014-12-09,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,22.18,2
761,2014-12-09,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,4
762,2014-12-09,Office Supplies,Paper,Xerox 192,19.44,3
763,2014-12-09,Office Supplies,Paper,Xerox 1996,12.96,2
764,2014-12-11,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5
765,2014-12-11,Furniture,Furnishings,Dax Clear Box Frame,34.92,4
766,2014-12-11,Office Supplies,Paper,Xerox 201,19.44,3
767,2014-12-11,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1
768,2012-01-13,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",464.85,9
769,2012-01-13,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4
770,2012-01-13,Office Supplies,Binders,Binding Machine Supplies,70.008,3
771,2014-01-13,Office Supplies,Envelopes,Staples,9.78,1
772,2011-02-13,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2
773,2013-02-13,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3
774,2012-03-13,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136,4
775,2012-03-13,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8
776,2013-03-13,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.352,3
777,2013-03-13,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5
778,2013-03-13,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5
779,2013-03-13,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,4
780,2013-03-13,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),19.98,2
781,2014-03-13,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3
782,2012-04-13,Furniture,Tables,Hon 94000 Series Round Tables,710.832,3
783,2012-04-13,Technology,Phones,Polycom CX600 IP Phone VoIP phone,479.92,2
784,2012-04-13,Technology,Phones,Aastra 57i VoIP phone,258.576,2
785,2012-04-13,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",241.568,2
786,2012-04-13,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4
787,2012-04-13,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,2
788,2012-04-13,Furniture,Furnishings,Flat Face Poster Frame,37.68,2
789,2013-04-13,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,638.288,7
790,2013-04-13,Office Supplies,Binders,Aluminum Screw Posts,36.624,3
791,2013-04-13,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.352,3
792,2013-04-13,Office Supplies,Paper,Xerox 206,19.44,3
793,2013-04-13,Office Supplies,Binders,JM Magazine Binder,13.208,1
794,2011-05-13,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,6
795,2011-05-13,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3
796,2011-05-13,Office Supplies,Paper,EcoTones Memo Sheets,8.0,2
797,2013-05-13,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120.0,6
798,2013-05-13,Office Supplies,Appliances,Staples,8.67,1
799,2014-05-13,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",285.48,5
800,2014-05-13,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,2
801,2014-05-13,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",19.168,4
802,2014-05-13,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,7.77,1
803,2011-06-13,Office Supplies,Art,Staples,14.52,3
804,2012-06-13,Office Supplies,Binders,Aluminum Screw Posts,36.624,3
805,2013-06-13,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",185.88,6
806,2013-06-13,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2
807,2013-06-13,Office Supplies,Paper,Xerox 228,12.96,2
808,2011-07-13,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,351.216,3
809,2013-07-13,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6
810,2012-08-13,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3
811,2012-08-13,Office Supplies,Art,50 Colored Long Pencils,50.8,5
812,2014-08-13,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3
813,2014-08-13,Furniture,Furnishings,DAX Wood Document Frame,54.92,4
814,2012-09-13,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3
815,2012-09-13,Office Supplies,Paper,Xerox 1915,209.7,2
816,2012-09-13,Furniture,Furnishings,Flat Face Poster Frame,131.88,7
817,2012-09-13,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,207.35,5
818,2012-09-13,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67,3
819,2012-09-13,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3
820,2014-09-13,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,3
821,2014-09-13,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2
822,2014-10-13,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,435.84,12
823,2014-10-13,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,5
824,2014-10-13,Office Supplies,Art,Newell 343,5.88,2
825,2014-10-13,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,1
826,2012-11-13,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,683.332,4
827,2012-11-13,Office Supplies,Paper,Xerox 1900,29.96,7
828,2012-11-13,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",9.872,2
829,2013-11-13,Furniture,Tables,Global Adaptabilities Conference Tables,674.352,3
830,2013-11-13,Technology,Phones,Panasonic KX TS3282W Corded phone,203.976,3
831,2014-11-13,Office Supplies,Paper,Xerox 1899,11.56,2
832,2014-11-13,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2
833,2014-11-13,Office Supplies,Binders,Acco 3-Hole Punch,14.016,4
834,2011-12-13,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,6
835,2012-12-13,Technology,Phones,Plantronics Voyager Pro Legend,494.376,3
836,2012-12-13,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5
837,2012-12-13,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48,4
838,2012-12-13,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1
839,2012-12-13,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.2,5
840,2012-12-13,Office Supplies,Labels,Avery 513,9.96,2
841,2012-12-13,Office Supplies,Paper,Xerox 213,12.96,2
842,2013-12-13,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6
843,2013-12-13,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3
844,2011-01-14,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5
845,2011-01-14,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3
846,2011-01-14,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5
847,2011-03-14,Office Supplies,Paper,Xerox 1972,10.56,2
848,2011-03-14,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1
849,2012-03-14,Office Supplies,Paper,Xerox 223,19.44,3
850,2013-03-14,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.59,3
851,2013-03-14,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,51.184,7
852,2013-03-14,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28,2
853,2014-03-14,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3
854,2013-04-14,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,3
855,2014-04-14,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",436.704,6
856,2012-05-14,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4
857,2012-05-14,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.9575,5
858,2012-05-14,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",722.352,3
859,2012-05-14,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2
860,2012-05-14,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,122.91,3
861,2014-05-14,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,8
862,2014-08-14,Office Supplies,Art,Newell 345,59.52,3
863,2014-08-14,Office Supplies,Appliances,Staples,83.79,7
864,2014-08-14,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3
865,2014-08-14,Office Supplies,Supplies,Staples,31.92,4
866,2014-08-14,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",36.024,3
867,2012-09-14,Furniture,Tables,KI Conference Tables,170.136,3
868,2013-10-14,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3
869,2013-10-14,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14
870,2013-10-14,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6
871,2013-10-14,Office Supplies,Paper,Xerox 1880,35.44,1
872,2013-10-14,Office Supplies,Paper,Xerox 195,20.04,3
873,2013-10-14,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4
874,2013-10-14,Office Supplies,Fasteners,Ideal Clamps,4.02,2
875,2014-10-14,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5083.96,5
876,2014-10-14,Technology,Accessories,Logitech Media Keyboard K200,209.94,6
877,2014-10-14,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,2
878,2014-11-14,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5
879,2014-11-14,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,5
880,2012-12-14,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",273.568,2
881,2012-12-14,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,55.264,2
882,2012-12-14,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50.0,2
883,2012-12-14,Furniture,Furnishings,Staples,29.22,3
884,2012-12-14,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3
885,2012-12-14,Office Supplies,Paper,Xerox 23,6.48,1
886,2012-12-14,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3
887,2012-12-14,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.096,2
888,2013-12-14,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,4
889,2013-12-14,Office Supplies,Art,Crayola Colored Pencils,9.84,3
890,2013-12-14,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,2
891,2014-12-14,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",201.04,8
892,2014-12-14,Office Supplies,Paper,Xerox 1996,38.88,6
893,2014-12-14,Office Supplies,Paper,Xerox 1975,12.96,2
894,2014-12-14,Office Supplies,Labels,Avery 49,8.64,3
895,2014-01-15,Office Supplies,Paper,Xerox 19,154.9,5
896,2012-02-15,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6
897,2012-02-15,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5
898,2012-02-15,Office Supplies,Binders,Avery Durable Binders,11.52,5
899,2012-02-15,Office Supplies,Paper,Xerox 1959,13.36,2
900,2012-02-15,Office Supplies,Paper,Xerox 22,19.44,3
901,2013-03-15,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,6
902,2011-04-15,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4
903,2011-04-15,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2
904,2013-04-15,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,5
905,2014-05-15,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7
906,2014-05-15,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2
907,2012-06-15,Technology,Phones,Jabra SPEAK 410,225.576,3
908,2013-06-15,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488,7
909,2013-06-15,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165,5
910,2013-06-15,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1
